rep,true_aid,pred_aid,day,event_type,correct,true_pos,pred_pos,reasoning
1,jennifer,jennifer,12,defensible_space_inspection,True,2,2,"Profile 2 matches exactly: she specifically has free gutter screens sitting in the garage, did front patio Zone Zero work she could talk up to neighbors, and has a pragmatic do-it-yourself style focused on quick fixes like moving a woodpile and finally installing the screens."
1,edward,edward,24,neighbor_pressure,True,4,4,"Profile 4 matches the tone and content best: the resident says they have been doing this work for years before the ordinance and wants to show the inspector by walking the fence line, which fits Walter's long history of clearing debris before Ember and his practical, slightly wry confidence. The line about not being offended because 'he's right about the physics' also fits Walter's acceptance of real fire mechanics while being skeptical of bureaucracy. The phrase 'showing him beats explaining' matches Walter's pragmatic style better than the others."
1,jennifer,jennifer,1,firewise_outreach,True,3,3,"Profile 3 matches exactly: she specifically did a front patio for Zone Zero, values showing others that compliance can look good, has already done the work herself, knows contractor/material sources, and is empathetic about older neighbors feeling overwhelmed by the process and needing practical guidance."
1,edward,edward,36,firewise_outreach,True,1,1,"Profile 1 matches the sardonic, older, already-compliant homeowner voice: 'been doing this work for years' aligns with his long history of clearing debris before officials got involved, 'already had the inspection' fits his direct experience with Ember/RAP inspection and work, and 'if my knees cooperate' matches an over-65 resident. The tone of refusing to 'perform enthusiasm' while still pragmatically joining a practical workday is very Walter's cynical but compliant style."
1,edward,edward,48,insurance_non_renewal,True,5,5,"Profile 5 matches the voice and substance best: the response explicitly says Berkeley ordinances usually lack real enforcement teeth but treats this one seriously because insurance does, which closely echoes Walter's stated view that Berkeley makes rules but rarely enforces them and that Ember is unusual in actually trying. The pragmatic mention of sending documentation, prior photo/report use, and sardonic contrast with Berkeley enforcement fit his persona better than the others."
1,jennifer,jennifer,24,neighbor_pressure,True,4,4,"Profile 4 fits the self-aware, community-organizer tone in 'organizing things for other people' while procrastinating on her own mitigation. Laura is practical, candid, and involved in helping neighbors navigate the process, so inviting officials to walk the fence line and showing an active plan matches her hands-on, example-setting style. The fence-specific reference also aligns with her ongoing attention to gates and fences."
1,lola,lola,1,firewise_outreach,True,2,2,"Profile 2 fits the voice and content exactly: methodical reading of ordinance details and checking prior research/compliance, explicit focus on the June 2026 deadline, use of Nextdoor, and especially the strong belief that only enforcement and financial penalties will move neighbors. The blunt line that fines are the only reason people on this hill will do anything closely matches Margaret's repeated view that enforcement is the only effective mechanism and her low opinion of neighbor compliance."
1,lola,lola,36,firewise_outreach,True,1,1,"Profile 1 matches the tone and stance best: direct, no-nonsense, already doing mitigation independently, uses neighborhood platforms to share contractor information, and is dismissive of community outreach or solidarity as ineffective. The response's line about sharing useful contractor info while skipping the workday and avoiding cheerleading closely fits Margaret's belief that outreach programs do not change minds and that her own work is what matters."
1,jennifer,jennifer,48,insurance_non_renewal,True,5,5,"Profile 5 best matches the community-oriented, practical process-building tone: active Firewise engagement, interest in helping neighbors navigate insurance and mitigation, and a habit of turning personal mitigation work into examples others can use. The response focuses on documentation, insurer compliance, and sharing a reusable template with neighbors, which fits Laura's information-sharing, pragmatic support role better than the other profiles."
1,lola,lola,12,defensible_space_inspection,True,1,1,"Profile 1 matches the long-term mitigation mindset, immediate methodical action, technical research on specific materials, and especially the explicit desire to finish before re-inspection so she can argue for stronger enforcement on Nextdoor. The response's emphasis that this is 'maintenance, not news,' researching vent covers on manufacturer sites, and using compliance as proof when pushing the ordinance fits Margaret's persona exactly."
1,lola,lola,55,resources_assistance,True,5,5,"Profile 5 matches the voice and substance best: the resident says they already spent their own money on roof and other hardening measures, which fits Margaret's major prior investments including a costly fire-resistant roof and ongoing mitigation. The dismissive line about the letter not moving neighbors who 'haven't done a thing' strongly matches her stated belief that outreach and nice approaches do not work, that only enforcement changes behavior, and her frustration with noncompliant neighbors. The practical step of requesting free vent mesh also fits someone who is still addressing ember-resistant vent covers after doing other hardening work."
1,lola,edward,48,insurance_non_renewal,False,3,2,"Profile 2 matches the specific situation best: he already had an inspection/visit, has sent photos before, had mitigation work completed by RAP contractors, and his practical, mildly sardonic framing of this as a paperwork issue rather than a compliance issue fits a homeowner dealing with insurance and documented completed work. The response is concise, procedural, and centered on proving completed mitigation with an inspection report and photos, which aligns more with Walter’s completed work history than the other profiles."
1,jennifer,jennifer,55,resources_assistance,True,3,3,"Profile 3 matches exactly: she has free gutter screens and attic vent materials still sitting in her garage uninstalled, is active with Firewise/community information-sharing, and is especially aware that older neighbors need help with cost and physical capacity. The response mentions emailing for free mesh, forwarding to a Firewise leader, and flagging the RAP program for older neighbors, which fits her practical, neighbor-helping style and her specific memory about uninstalled materials in the garage."
1,miriam,miriam,1,firewise_outreach,True,1,1,"Profile 1 matches the geotechnical and ordinance-focused response exactly: UC Berkeley contact, retired landscape architect ally, prior council disappointment, concern about slope stability and soil profiles, and pursuit of variance/alternative compliance language before enforcement. The voice is precise, strategic, and centered on erosion-risk evidence rather than general compliance or cost."
1,miriam,miriam,12,defensible_space_inspection,True,1,1,"Profile 1 matches exactly: the author explicitly says they are a renter with compliance resting with the landlord, emphasizes documenting concerns in writing, and focuses on gravel replacement on a steep clay slope as a geotechnical and debris-flow risk. That combination of renter status, precise paper-trail language, and longstanding slope-stability objection is distinctive to Miriam."
1,lola,beth,24,neighbor_pressure,False,1,5,"Profile 5 fits the exact situation and voice: this person has already had the inspection, has been doing sequential mitigation, mentions scanning/handling documents, has already removed bushes near the house, is ordering/installing vent mesh and metal work, and is direct but practical with neighbors. The response's 'I've done the work... just tell them the facts' matches Linda's efficient, no-nonsense style better than the others."
1,miriam,miriam,55,resources_assistance,True,5,5,"Profile 5 matches exactly: the response is from a renter dealing with a landlord, supports structural hardening like vent mesh while opposing vegetation removal, and explicitly uses the landlord relationship and city programs as leverage. That combination is unique to Miriam's situation and priorities."
1,miriam,miriam,48,insurance_non_renewal,True,5,5,"Profile 5 matches exactly: the response is from a renter with no policy/legal standing, focused on the asymmetry between landlord insurance incentives and the renter bearing slope/erosion consequences, and it references an alternative compliance pathway drafted by a landscape architect ally. Those are distinctive details from Miriam Voss's profile and memory seeds."
1,miriam,miriam,24,neighbor_pressure,True,1,1,"Profile 1 matches the renter/landlord setup exactly: the speaker says they forwarded the inspection report to their landlord and noted a 30-day deadline. The reasoning also fits Miriam's public advocacy against broad mitigation as someone whose credibility depends on showing she still takes ember risk and specific Zone 0 concerns seriously. The language about not being the weak link and pushing back on how mitigation is handled, rather than denying risk, is highly consistent with her organizer persona."
1,miriam,miriam,36,firewise_outreach,True,5,5,"Profile 5 matches the specific content almost exactly: asking the Firewise leader about an alternative compliance pathway drafted by a landscape architect ally, wanting to present fire-resistant native planting as a Zone 1 option, and using community meetings/workdays as pressure because prior outreach to officials has gone unanswered. That is distinctive to Miriam's organizing role, slope-stability concerns, and documented effort to get an alternative plan reviewed."
2,beth,beth,1,firewise_outreach,True,5,5,"Profile 5 matches the exact themes and voice: she lives with her husband, relies on neighbor recommendations and explicitly hates wasting time getting multiple estimates, is driven by insurance more than fines, and is furious that Berkeley is making homeowners comply while not clearing Wildcat Canyon/park areas where she thinks a firebreak would matter most. The wording about insurance as the real enforcement mechanism and frustration over unanimous city action while neglecting Wildcat Canyon strongly fits Linda."
2,beth,beth,12,defensible_space_inspection,True,1,1,"Profile 1 matches almost point for point: she explicitly hates wasting time getting multiple estimates and uses neighbor-recommended contractors, says insurance is the real enforcement rather than city penalties, and mentions having already lost three months waiting for fire department materials and not wanting to repeat that. The response also splits work into easy DIY cleanup versus hiring out vents and structural items, which fits her prior actions."
2,beth,jennifer,24,neighbor_pressure,False,5,3,"Profile 3 matches the practical, neighbor-oriented compliance voice: already scanning the report, hiring a contractor from down the street, and doing some work personally fits Laura's pattern of using nearby advice/help and doing mitigation herself. The stated motivators also fit her memory seeds closely: not wanting to be the weak link on the block aligns with her community-minded Firewise perspective, and saying insurance is the real motivator echoes her explicit view that insurance is a huge incentive and often the bottom line for people."
2,beth,beth,48,insurance_non_renewal,True,3,3,"Profile 3 matches the specific logic and wording: she explicitly says a neighbor told her insurance is the real bottom line, not city penalties, and that she relies on neighbors' vetted contractors because she hates wasting time getting multiple estimates. The response centers exactly on those two points and mentions Zone 0 and vent work she has already discussed doing."
2,edward,edward,1,firewise_outreach,True,4,4,"Profile 4 matches the exact outlook and phrasing: cynical about Berkeley passing things unanimously and not enforcing them, while specifically seeing Ember as the rare exception that actually tries to enforce rules. The response also fits someone already doing yard clearing and mentally inventorying what within five feet still needs to go, then setting it aside because this has been ongoing work anyway."
2,edward,edward,12,defensible_space_inspection,True,2,2,"Profile 2 matches the key tell: the resident explicitly categorizes the visitors as unusual because they actually showed up and walked the property, which aligns with Walter's line that Berkeley makes rules but rarely enforces them and that Ember is rare in actually trying to enforce regulations. The pragmatic move to do an easy task first also fits his practical, slightly wry compliance style."
2,beth,lola,55,resources_assistance,False,5,1,"Profile 1 matches the specific mention of insurance non-renewal as a key motivator. Margaret explicitly says State Farm canceled her and that only enforcement/real consequences make people act. The response is direct, practical, cost-conscious about free materials and disposal help, and includes forwarding to neighbors in an informational way without implying optimistic community solidarity, which still fits her use of local networks to share information."
2,beth,beth,36,firewise_outreach,True,5,5,"Profile 5 matches the specific stance and phrasing best: she explicitly says her time is more valuable than money now, relies on neighbor-recommended contractors rather than shopping around, is already partway through substantial mitigation work, and is practical about complying while skipping time-wasting efforts. The response about naming a contractor referral, being already in progress, and not wanting to waste a Saturday on a communal workday fits Linda closely."
2,edward,edward,24,neighbor_pressure,True,4,4,"Profile 4 matches the exact stance and wording: he explicitly says he had done a lot of this yard work before the fire department came, treats clearing as longstanding personal practice, and has a pragmatic but slightly sardonic tone about not giving officials too much credit while still acknowledging real fire risk. The specific mention of having already had an inspection, knowing what was flagged, and having cleared much of the fence line last season fits Walter's prior inspection/compliance experience and do-it-before-the-city attitude better than the others."
2,edward,beth,36,firewise_outreach,False,2,1,"Profile 1 fits the voice and circumstances best: practical, direct, relatively compliant but resistant to social pressure, and involved with neighborhood firewise/workday efforts. The line about attending the workday if the back cooperates matches an older resident, and Linda's persona specifically mentions volunteer district/firewise groups and a pragmatic attitude of doing the work without making a point of noncooperation."
2,edward,edward,55,resources_assistance,True,4,4,"Profile 4 matches exactly: the response explicitly says they already used RAP when they qualified for it, finds the chipper program practical, says they have been doing this work on their own schedule for a long time, and notes they do not have eucalyptus. That combination aligns tightly with Walter's history of qualifying for RAP, long-term self-directed yard debris clearing, and pragmatic, slightly wry stance toward outreach as mostly a reminder rather than new information."
2,jennifer,jennifer,24,neighbor_pressure,True,5,5,"Profile 5 fits the practical, cooperative homeowner voice: already working from the inspection report, prioritizing doable items like woodpile and litter against siding, and especially offering to coordinate along a shared fence line, which matches Laura's hands-on mitigation mindset and attention to fence-related compliance with neighbors."
2,edward,jennifer,48,insurance_non_renewal,False,2,4,"Profile 4 matches the pragmatic, documentation-focused homeowner who has already been doing mitigation work and is now translating it into insurance paperwork. The response mentions scanning an inspection report QR code, printing findings, and calling an insurance agent to assemble proof of completed and in-progress work, which fits Laura's practical style and strong awareness of insurance pressures while already actively working on mitigation before being prompted."
2,jennifer,jennifer,12,defensible_space_inspection,True,2,2,"Profile 2 matches the practical DIY triage, mention of free gutter screens still sitting in the garage, and the instinct to share information with neighbors through a Firewise network while being especially empathetic toward older residents who may feel anxious or overwhelmed."
2,jennifer,jennifer,1,firewise_outreach,True,3,3,"Profile 3 matches the emphasis on already having done the work, wanting to share firsthand lessons, concern that the process is overwhelming, difficulty finding knowledgeable contractors, and specific empathy for older neighbors who cannot do the work themselves. The idea of organizing a neighborhood walkthrough or workshop also fits Laura's practical, information-sharing community role."
2,lola,lola,1,firewise_outreach,True,5,5,"Profile 5 matches the emphasis on already having done substantial mitigation work, wanting the exact ordinance text to verify precise compliance, and especially the blunt belief that weak enforcement and modest fines will not change neighbors. The line about fines with no real enforcement teeth closely fits Margaret's repeated view that only enforcement makes people comply and that Berkeley is being too nice."
2,jennifer,jennifer,36,firewise_outreach,True,5,5,"Profile 5 matches the hands-on, practical, neighbor-helping tone. The response focuses on joining a workday, bringing a wheelbarrow and gloves, sharing before-and-after photos to help neighbors visualize Zone Zero compliance, and helping people who cannot do physical work themselves. That strongly fits Laura's pattern of doing mitigation work herself, caring about showing what compliant work looks like in practice, and being empathetic toward older or less able neighbors needing practical support."
2,lola,lola,12,defensible_space_inspection,True,5,5,"Profile 5 matches the voice and substance almost exactly: the resident says survival depends on what they control, notes they already did the roof years ago, wants to act immediately on flagged items like ember-resistant vents, and explicitly wants enforcement applied to neighbors as well. That combination of prior major mitigation work, directness, enforcement focus, frustration with noncompliant neighbors, and self-protective mindset is distinctive to Margaret."
2,jennifer,edward,48,insurance_non_renewal,False,1,4,"Profile 4 matches best because Walter explicitly has a habit of sending photos of completed mitigation work and already used documentation that way. The response is very practical, terse, and focused on leveraging the inspection record and photos to deal with insurance quickly, which fits his pragmatic style and his documented experience with photo-based compliance evidence. The other profiles talk more about broader frustrations, research, or being a renter, and are less specifically tied to this kind of straightforward documentation-and-agent call approach."
2,jennifer,jennifer,55,resources_assistance,True,4,4,"Profile 4 matches the focus on forwarding practical information to a neighborhood block group, concern for older neighbors who face cost and physical-capacity barriers, and the specific idea that information alone is not enough and people need logistical help. Laura's memory seeds explicitly mention empathy for older residents who cannot do the work themselves, interest in practical support over just information, and having free vent/gutter materials sitting unused because installation help is the real bottleneck. The reference to 'my own vent situation' also fits her experience with attic vent materials from the fire department not yet installed."
2,lola,lola,36,firewise_outreach,True,1,1,"Profile 1 fits the tone and substance best: direct, impatient with neighbors, believes enforcement/compliance matters, uses Nextdoor/community channels for contractor referrals, and explicitly resents doing work for others when she has already spent effort and money on her own property. The line about sharing referrals but skipping the workday matches her low belief in community solidarity and focus on her own compliance punch list."
2,lola,jennifer,48,insurance_non_renewal,False,2,1,"Profile 1 fits the voice and situation best: a pragmatic Berkeley Hills homeowner who has been doing mitigation work herself for years, is actively working through inspection items, and is very attuned to insurance frustrations. The response centers on organizing proof, photographing completed work, and pushing back on losing coverage over paperwork rather than actual noncompliance, which matches Laura's hands-on, practical style and her history of doing the work herself while navigating inconsistent insurance outcomes."
2,lola,lola,24,neighbor_pressure,True,4,4,"Profile 4 matches the direct, no-nonsense tone, the emphasis on already having done substantial mitigation, and especially the line about feeling relieved that a neighbor is finally taking it seriously. Margaret is explicitly frustrated with widespread neighbor apathy and values action over excuses, so showing the inspection report and mentioning contractors already scheduled fits her persona best."
2,lola,lola,55,resources_assistance,True,3,3,"Profile 3 matches the core stance and circumstances almost exactly: she says outreach doesn't work and only enforcement makes people comply, is frustrated with neighbors who ignore advisories, has ongoing problems with neighbors' eucalyptus she cannot control, and has already done substantial mitigation on her own so would take free help for remaining costs while dismissing the eucalyptus offer as not her property."
2,miriam,miriam,12,defensible_space_inspection,True,1,1,"Profile 1 matches exactly: a renter with no legal authority who would forward the report to the landlord, steep clay-heavy slope concerns, prior public advocacy about gravel on steep slopes, desire for an alternative compliance pathway using native fire-resistant plantings via a landscape architect, and using the inspection as a direct documented channel to the fire department before the June 2026 deadline."
2,miriam,miriam,1,firewise_outreach,True,5,5,"Profile 5 matches uniquely: the response mentions being a renter worried about compliance pressure on a landlord, fighting this same ordinance on geotechnical grounds, wanting slope and soil data published, forwarding to a UC Berkeley contact and a retired landscape architect ally, and using public comment to challenge the one-size-fits-all zone zero standard. Those details align directly with Miriam Voss's organizing history, UC Berkeley geotechnical contact, retired landscape architect ally, and slope stability campaign."
2,miriam,miriam,24,neighbor_pressure,True,2,2,"Profile 2 matches exactly: the response says the speaker is a renter with no unilateral authority because compliance sits with landlord Howard, mentions already forwarding the inspection report to Howard, and refers to pursuing an alternative planting plan through the fire department and seeking support for a formal review pathway, all of which align with Miriam's landlord Howard, renter status, organizing style, and effort to create an alternative compliance pathway."
2,miriam,miriam,36,firewise_outreach,True,1,1,"Profile 1 matches the specific content almost exactly: concern about steep clay slopes, documented landslide risk from bare-soil Zone 0 compliance, trying for weeks to get a meeting with no response, using a Firewise/block group channel to force engagement, and having a retired landscape architect ally with an alternative planting plan seeking an alternative compliance pathway before a June deadline."
2,miriam,miriam,48,insurance_non_renewal,True,2,2,"Profile 2 is the only renter with no legal standing, a landlord who handles compliance, and an active effort to get an alternative compliance pathway accepted by the fire department using fire-resistant native planting plans with help from a retired landscape architect ally. The response's focus on forwarding the letter to the landlord, using insurance pressure as leverage, and asking whether documented progress on the native planting plan could support reconsideration matches Miriam exactly."
2,miriam,miriam,55,resources_assistance,True,5,5,"Profile 5 matches the specific content almost exactly: concern about steep clay slopes, pushing an alternative native planting compliance pathway, involvement of a landscape architect ally, and using official contact points to get fire department review on record before June 2026. The voice is strategic, precise, and focused on documented engagement with the city rather than simple compliance."
3,beth,beth,1,firewise_outreach,True,1,1,"Profile 1 matches the exact priorities and circumstances: she lives with her husband, values time over money, hates getting multiple estimates, relies on trusted neighbor contractor recommendations, tracks the June 2026 deadline, keeps complying mainly because insurance matters more than fines, and has a practical compliance-oriented voice."
3,beth,beth,36,firewise_outreach,True,3,3,"Profile 3 matches the response's emphasis on limited time, valuing efficiency over communal participation, already being in compliance process, and specifically having a contractor referral from neighbor-based hiring. The tone is direct and somewhat dismissive of a volunteer workday as not worth the time, which fits Linda's working-lawyer persona and her stated view that her time is more valuable than money."
3,beth,beth,24,neighbor_pressure,True,5,5,"Profile 5 fits best: the response is from a homeowner already acting on an inspection report, with a contractor coming this week to address wood pile, deck debris, and mulch against siding. Linda explicitly has inspectors/fire marshals, is relatively compliant, hires contractors readily, and has an efficient, no-nonsense tone about already handling things without performative guilt. The phrasing about simply making the call after the inspection matches her practical, time-valuing style better than the others."
3,edward,edward,12,defensible_space_inspection,True,1,1,"Profile 1 matches the sardonic line about inspectors actually showing up being 'rare company' and specifically mentions Ember as rare in actually enforcing rules. It also fits having already handled some vegetation work himself, being pragmatic about easy foundation cleanup, and planning to use the Residential Assistance Program for contractor work like vent covers rather than doing it himself."
3,beth,beth,55,resources_assistance,True,3,3,"Profile 3 matches the specific combination of taking the free vent mesh because it was identified in an inspection, planning to use debris programs while already doing clearing, and especially the pointed complaint that these home measures do not address the real firebreak problem in the parks. The line about an insurance letter making clear that compliance guarantees nothing also fits Linda's repeated focus on inconsistent insurance outcomes despite mitigation."
3,beth,beth,48,insurance_non_renewal,True,4,4,"Profile 4 matches the specific insurance contradiction almost verbatim: she says their insurer renewed them and told them the house had a very low chance of burning down, while also emphasizing that insurance outcomes are variable and often arbitrary. The response's line about being told at renewal the house had a very low chance of burning down and now being canceled directly echoes that memory. The practical move to call the agent and send documentation also fits Linda's efficient, no-nonsense style."
3,edward,edward,1,firewise_outreach,True,4,4,"Profile 4 matches the exact stance and phrasing: cynical about Berkeley passing rules and rarely enforcing them, but specifically noting Ember as unusual in actually trying to enforce. The response is pragmatic and minimal, focused on checking compliance against the deadline rather than reacting emotionally. That combination is most distinctive to Walter."
3,beth,beth,12,defensible_space_inspection,True,2,2,"Profile 2 matches the insurance-first logic, the explicit dislike of getting multiple estimates, and reliance on trusted neighbor-recommended contractors. The response about scanning the QR code, moving fast before re-inspection, and not wasting time on three bids fits Linda's practical, time-valuing style and her memory seed that a neighbor said insurance cancellation is the real bottom line and that she hates getting lots of estimates because it's a time suck."
3,edward,edward,36,firewise_outreach,True,2,2,"Profile 2 matches the specific mention of the Residential Assistance Program contractors being competent and reasonably priced, and the speaker has already completed much of the work and is pragmatically willing to share contractor info with neighbors before inspection."
3,jennifer,jennifer,12,defensible_space_inspection,True,1,1,"Profile 1 matches the married homeowner doing mitigation work themselves with a handy husband, specifically mentioning Zone Zero work already underway, leaf litter/mulch at the foundation, and most decisively that the free gutter screens are still sitting in their garage waiting to be installed. The response’s pragmatic, momentum-focused tone also fits Laura well."
3,edward,beth,48,insurance_non_renewal,False,1,3,"Profile 3 matches the specific logic almost exactly: the response centers on insurance as the real driver, says city follow-through is doubtful, and mentions that losing coverage in the Berkeley Hills is not theoretical. Linda's memory seeds explicitly say Berkeley probably won't penalize much, but insurance is the ultimate decision, and she discusses variable insurer behavior, cancellations, and neighbors complying because of insurance. The practical step of checking the inspection report and assembling documentation also fits her pragmatic, time-conscious homeowner persona."
3,jennifer,jennifer,1,firewise_outreach,True,2,2,"Profile 2 fits exactly: she has already completed Zone Zero work on her front patio, explicitly cares about showing that compliance can look good in practice, and values practical information-sharing with neighbors. The response about offering her front patio as an example matches her history, voice, and emphasis on visible examples as the most direct help."
3,jennifer,jennifer,24,neighbor_pressure,True,3,3,"Profile 3 matches the specific detail about inviting the neighbor to see work already done on the front patio. Laura explicitly built a front patio with her husband as part of Zone Zero compliance and has a practical, neighborly, example-sharing style focused on showing visible progress while being honest that the work is ongoing."
3,edward,edward,55,resources_assistance,True,5,5,"The response explicitly mentions already using RAP and already having the chipper number, with only the vent mesh program still relevant after an inspection. Profile 5 is the only one centered on having qualified for and used RAP, being familiar with city fire mitigation assistance, and speaking in a dry, matter-of-fact way about redundant official outreach and concrete remaining items."
3,edward,edward,24,neighbor_pressure,True,3,3,"Profile 3 matches best: the response says the inspection is already done, leaf litter at the foundation is cleared, and vent-cover work is underway with Ember. Walter explicitly has already done much of this work before officials came, is practical and non-defensive, and his voice fits the straightforward line that since he was already doing it, he should just answer directly."
3,jennifer,beth,48,insurance_non_renewal,False,2,4,"Profile 4 matches best because she explicitly says insurance is the bottom line and the real enforcement mechanism, and she has already done Zone Zero work with photos, inspection/compliance documentation, and practical follow-through with insurers. The response is concise, pragmatic, and focused on getting documentation to the insurance agent fast, which fits Linda's stance closely."
3,jennifer,jennifer,36,firewise_outreach,True,3,3,"Profile 3 matches the exact themes and specifics: she had the Day 1 idea of a walkthrough, built a front patio as an attractive Zone Zero example, and explicitly cares about showing compliance does not have to be 'boring gravel.' The response's collaborative, example-sharing tone fits Laura's practical community-oriented style."
3,lola,lola,1,firewise_outreach,True,5,5,"Profile 5 matches the core stance and wording almost exactly: already compliant after doing substantial mitigation work, skeptical Berkeley will actually enforce, and explicitly believes enforcement with fines is the only thing that makes neighbors comply. The blunt forwarding to neighbors also fits Margaret’s direct, impatient style toward noncompliant neighbors."
3,jennifer,jennifer,55,resources_assistance,True,4,4,"Profile 4 matches the exact cues: she mentions free gutter screens/mesh from the fire department still sitting in the garage, values sharing practical resources through Firewise networks, and is especially sympathetic to older neighbors who cannot do the work themselves. The response specifically forwards to a neighborhood Firewise group chat, highlights the mesh program and chipper service, and says the RAP program is what she wished existed for older neighbors with cost or mobility barriers, which fits Laura best."
3,lola,beth,48,insurance_non_renewal,False,3,5,"The response centers on having already completed mitigation work, possessing an official inspection report and QR code from the fire department, and treating the issue as an insurance documentation problem. That fits Linda best: she is relatively compliant, has already done substantial mitigation, is highly focused on insurance as the real bottom line, and has direct experience with fire department inspections and documentation-related interactions. The practical, no-nonsense tone about not losing insurance over paperwork also matches her voice."
3,lola,lola,36,firewise_outreach,True,1,1,"Profile 1 matches the exact stance and phrasing: she explicitly believes only enforcement makes people comply, has little faith in community solidarity or outreach, uses Nextdoor/group channels to share contractor information, and speaks in a blunt, no-nonsense way that dismisses 'nice' approaches as ineffective now."
3,lola,lola,55,resources_assistance,True,5,5,"Profile 5 matches the explicit stance that outreach does not change behavior, the focus on practical self-use of free materials, and the insurance-renewal pressure. The response mentions requesting free vent mesh and gutter guards not yet installed, which aligns with her using community resources but still needing materials, and the insurer documentation/non-renewal deadline fits her strong insurance-driven mitigation mindset."
3,miriam,miriam,1,firewise_outreach,True,5,5,"Profile 5 matches the exact concerns and network in the response: a renter worried about pressure on her landlord, opposing a one-size-fits-all ordinance on steep slopes, wanting the actual ordinance text before going public, and consulting both a UC Berkeley contact and a retired landscape architect ally. The mention of possible slope-specific exemptions or alternative compliance pathways directly mirrors Miriam’s history and vocabulary."
3,lola,lola,12,defensible_space_inspection,True,1,1,"Profile 1 matches the strongest tells: the resident says they already did major structural work, which fits Margaret's expensive fire-resistant roof and long history of mitigation; they focus on ember entry points like vents and door gaps; they want to document for re-inspection and care about compliance; and especially they resent neighbors with '47 eucalyptus trees,' which is a unique memory seed in Profile 1, along with her belief that noncompliant neighbors are unfairly getting away with it."
3,lola,lola,24,neighbor_pressure,True,5,5,"Profile 5 matches the direct, no-nonsense voice and emphasis on already having complied and wanting to make that plainly visible. The response mentions having had the inspection already, scanning the report, working through a checklist, and showing the printed inspection card, which fits Margaret's methodical, document-oriented, compliance-focused style and her belief that she has done the work while others often have not. The line about not being the neighbor they need to be anxious about especially fits her frustration with noncompliant neighbors and desire to distinguish herself from them."
