rep,true_aid,pred_aid,day,event_type,correct,true_pos,pred_pos,reasoning
1,a003,a003,55,resources_assistance,TRUE,1,1,"Profile 1 explicitly says he already qualified for and used RAP and found the contractors reasonable, and he is the only one tied directly to both RAP and city vegetation programs in a matter-of-fact, already-handled way. The response's tone is pragmatic and slightly dismissive: he skims the letter, notes he already used RAP and the chipper program, and sets it aside because it's for someone else. That fits Walter's experienced, cynical, already-compliant persona much better than the others."
1,a005,a005,12,defensible_space_inspection,TRUE,2,2,"Profile 2 fits best: the response is pragmatic, collaborative with a handy husband, and centered on breaking mitigation into do-it-yourself weekend tasks versus contractor work. The line 'I've been doing this work long enough' matches Laura's history of already doing substantial mitigation herself and triaging what can be DIY. Taking photos and using the official report as a practical planning tool also matches her organized, hands-on style."
1,a005,a005,24,neighbor_pressure,TRUE,4,4,"Profile 4 fits the cooperative, practical, neighbor-to-neighbor tone best. The response centers on already planning mitigation, coordinating efficiently, and doing a joint walkthrough that costs nothing and helps both sides, which matches Laura's pragmatic, information-sharing, empathetic style. It is less cynical or combative than Profiles 1, 2, and 5, and unlike Profile 3 it shows no concern about opposing vegetation removal."
1,a005,a005,1,firewise_outreach,TRUE,3,3,"Profile 3 fits best: the response says they have already done most of the work on their own property, are not panicked personally, and want to use Firewise information-sharing to nudge procrastinating neighbors. That matches Laura's do-it-yourself mitigation history, practical community-minded style, and emphasis on helping other homeowners navigate compliance. The idea of forwarding info to neighbors who are behind is much more consistent with her supportive, information-sharing persona than with the more oppositional, cynical, or enforcement-focused other profiles."
1,a005,a005,48,insurance_non_renewal,TRUE,5,5,"Profile 5 fits the pragmatic, documentation-focused homeowner voice: she and her husband have already done mitigation work themselves, she is attentive to insurance pressures, and her style often centers on practical next steps and learning from neighbors' experiences. The response frames this as a compliance-versus-documentation issue and emphasizes being proactive with evidence rather than complaining, which best matches Laura's hands-on, community-observant persona."
1,a006,a006,12,defensible_space_inspection,TRUE,1,1,"Profile 1 matches the methodical, enforcement-oriented homeowner who has already done extensive mitigation, talks about documented deficiencies and re-inspection compliance, prioritizes Zone 0 and ember-resistant vents, already has contractors, and explicitly contrasts their own diligence with neighbors who they expect will fail."
1,a006,a006,1,firewise_outreach,TRUE,2,2,"Profile 2 matches the methodical verification of ordinance text, the fact that most mitigation work is already done, and especially the explicit belief that enforcement is the only thing that will make neighbors comply. The line about weak fines but wanting the ordinance as the enforcement mechanism she has been waiting for strongly fits Margaret's direct frustration with noncompliant neighbors and her repeated view that enforcement is necessary."
1,a005,a005,55,resources_assistance,TRUE,3,3,"Profile 3 best matches the emphasis on sharing practical information with neighbors, specifically thinking about older residents who need help and cost-sensitive options. Laura is described as empathetic to older homeowners, focused on information-sharing, aware of the free gutter screens/vent materials, and interested in helping others navigate the process. The note about not having done gutter guards yet aligns with her memory that the free gutter screens are still sitting in the garage and that people ask her about installing them. The neighborhood email-list behavior fits her community-support style better than the more individualistic or oppositional voices of the other profiles."
1,a006,a006,36,firewise_outreach,TRUE,1,1,"Profile 1 fits the strongest: the response is blunt, self-directed, and dismissive of community outreach as ineffective, while prioritizing organized documentation for an inspection deadline. That matches Margaret's methodical compliance style, her belief that enforcement and deadlines matter more than social motivation, and her view that she has already done the work and does not rely on community solidarity."
1,a006,a001,55,resources_assistance,FALSE,5,1,"Profile 1 matches the specific completed actions and voice: already has metal mesh installed from the Berkeley fire department, has spent money on mitigation already, and is direct about having already complied so the letter changes nothing for her. The mention of eucalyptus understory clearing also fits her location by the park and repeated complaints about doing expensive work on her own dime."
1,a006,a006,48,insurance_non_renewal,TRUE,3,3,"Profile 3 best matches the response's tone and circumstances: an older, methodical homeowner who has already invested heavily in mitigation, keeps documentation, deals directly with insurance after cancellation issues, and frames this as an administrative fight backed by years of prior compliance. The emphasis on receipts, inspection records, and not letting bureaucracy jeopardize coverage fits Margaret's thorough, no-nonsense style better than the others."
1,a006,a006,24,neighbor_pressure,TRUE,1,1,"Profile 1 matches the strongest: the response stresses being already compliant for years, having invested serious money and time, and feeling irritated at being treated like a noncompliant neighbor. That fits Margaret's long history of substantial mitigation work, direct blunt style, and repeated frustration that compliant homeowners are unfairly burdened while others are not. The specific mention of ember-resistant vents, cleared zones, and fire-resistant landscaping aligns with her home-hardening focus and years of research and investment."
1,miriam,miriam,1,firewise_outreach,TRUE,1,1,"Profile 1 fits exactly: renter with landlord responsibility, explicit June 2026 ordinance timeline awareness, insistence on reading the actual ordinance text rather than summaries, nuanced view that Zone 0 is defensible science while objecting to broader vegetation removal on erosion/slope grounds, and direct reference to deciding whether Keep the Hills Green should engage."
1,miriam,miriam,12,defensible_space_inspection,TRUE,1,1,"Profile 1 matches the renter-landlord dynamic exactly: the response focuses on notifying the landlord, documenting legal responsibility for structural fixes like vents and door gaps, and explicitly mentions concern about later aggressive vegetation clearing on a steep slope in Zones 1 and 2. That combination of paper-trail pragmatism, acceptance of legitimate Zone 0 ember issues, and slope-stability concern is distinctive to Miriam."
1,miriam,miriam,55,resources_assistance,TRUE,5,5,"Profile 5 matches exactly: the speaker is a renter with no authority to accept or decline programs, refers to passing information to the landlord, and is specifically focused on geotechnical review, clay soils, erosion, slope failure, and getting that concern on record with the city before vegetation removal. That is Miriam Voss's core persona and stated concern."
2,a001,a001,1,firewise_outreach,TRUE,5,5,"Profile 5 matches the emphasis on valuing time over money, not wanting to get multiple estimates, and relying on trusted neighbor referrals to contractors. The response specifically mentions forwarding to a neighbor who used the contractor that did prior Zone 1 work, which fits Linda's stated habit of using companies because neighbors used them and hating the time suck of lots of estimates, along with her having already done earlier mitigation work and now needing Zone 0 conversions."
1,miriam,miriam,24,neighbor_pressure,TRUE,1,1,"Profile 1 matches the key facts and framing: the speaker is a renter with no authority because compliance belongs to the landlord, yet is knowledgeable about hillside ecology and specifically worried that clearing on a fence-line slope could create erosion or landslide hazards affecting both properties. The response also has Miriam's precise, practical tone and willingness to engage neighbors on slope-safe vegetation management while looping in the landlord."
1,miriam,miriam,36,firewise_outreach,TRUE,5,5,"The response centers specifically on slope stability, clay-heavy hillside lots, aggressive vegetation removal, root systems on steep grades, and asking for geotechnical engineer review, even mentioning a ready two-page summary. That matches Miriam Voss's environmental consulting background, repeated focus on erosion and landslide risk from zone zero clearing, her organizing around these concerns, and her connection to geotechnical questions and documentation."
2,a001,a001,12,defensible_space_inspection,TRUE,1,1,"Profile 1 matches the strongest: she explicitly hates getting lots of estimates because it is a time suck, values time over money, and relies on neighbor recommendations for contractors. The response mentions calling neighbor Diane for the contractor she already vetted and skipping three bids, plus doing an easy task herself immediately, which fits Linda's practical, efficient, compliant style exactly."
2,a001,a001,24,neighbor_pressure,TRUE,5,5,"Profile 5 matches the exact preference for saving time over shopping around, explicitly saying she hates getting lots of estimates because it's a time suck and uses contractors her neighbors already used. The response also fits her practical, compliant style: agree with a reasonable neighbor, ask who they used, and just call the same person."
2,a001,a001,48,insurance_non_renewal,TRUE,3,3,"Profile 3 matches the exact decision style and priorities: immediate concern about losing insurance, calling the insurance agent first, gathering records/photos, and preferring a contractor already used by a neighbor rather than wasting time on multiple estimates. That 'time is more valuable than money' and 'I hate getting lots of estimates because it's a time suck' language fits especially well."
2,a003,a001,1,firewise_outreach,FALSE,4,3,"Profile 3 fits the voice and substance best: the response is careful about reading the ordinance language, specifically what counts as non-combustible, then checking Zone 0 and noting most of the work is already done. That matches Linda's relatively compliant, detail-oriented approach, prior conversations with fire marshals, and existing mitigation already underway. The skeptical line about Berkeley passing something unanimously at midnight versus actual enforcement by June also strongly matches her stated view that Berkeley probably won't charge penalties and her irritation with the city's implementation."
2,a003,a003,12,defensible_space_inspection,TRUE,2,2,"Profile 2 fits the pragmatic, mildly sardonic acceptance of inspectors as 'professional and specific rather than vague and preachy,' plus the fact that he was already doing debris clearing and had prior mitigation underway. The response focuses on easy yard tasks first and defers more technical items until after reading the report, which matches Walter's practical, not-overwrought style and positive experience with contractors/officials."
2,a001,a001,36,firewise_outreach,TRUE,5,5,"Profile 5 fits the time-is-valuable, pragmatic voice exactly: willing to share a trusted contractor referral based on neighbor-style recommendation, but reluctant to commit a Saturday without knowing whether the workday is worth the time given an active work schedule. The phrasing about reserving judgment until she knows what the event involves strongly matches Linda's emphasis that her time matters more than money and her dislike of wasting time."
2,a001,a001,55,resources_assistance,TRUE,5,5,"Profile 5 matches the tone and content best: the speaker is explicitly resentful about how much compliance has already cost, emphasizes using free city-provided materials/services rather than paying out of pocket, and mentions mesh for vents as a known free program. Linda specifically has already dealt with expensive mitigation costs and free mesh from the Berkeley fire department, making 'Free is free' and frustration about costs a strong fit."
2,a003,a003,24,neighbor_pressure,TRUE,4,4,"Profile 4 matches the specific references to already doing the work, having used the city's Residential Assistance Program, and wanting to show the neighbor the complication with dead wood on a live oak due to regulatory constraints. The tone is pragmatic, non-defensive, and slightly pointed about the 'regulatory mess,' which fits Walter closely."
2,a003,a003,36,firewise_outreach,TRUE,2,2,"Profile 2 fits best: he explicitly used the Residential Assistance Program and found the contractors reasonable/professional, making it natural to share that contractor referral. The dismissive, sardonic line about group messages and skipping the workday because it's for people who haven't already been doing this for decades matches Walter's cynical humor and his long history of doing yard/fire work himself before official programs existed."
2,a003,a003,48,insurance_non_renewal,TRUE,2,2,"Profile 2 fits best: he explicitly used the Residential Assistance Program, had contractors do defensible-space clearing, and has a wry, combative tone about bureaucracy and insurance. The response centers on having documentation from RAP work and pushing back with an agent before going to the FAIR Plan, which matches his age-qualified RAP experience and pragmatic, sardonic stance."
2,a005,a005,12,defensible_space_inspection,TRUE,2,2,"Profile 2 fits the pragmatic, organized, neighbor-oriented response: emphasis on Zone Zero as the first priority, doing easy wins herself this weekend, documenting with photos, and texting neighbors because she values practical information-sharing and community support. The tone is efficient and collaborative, unlike the more cynical, legalistic, renter-advocacy, or enforcement-heavy voices of the other profiles."
2,a005,a005,1,firewise_outreach,TRUE,3,3,"Profile 3 fits the collaborative, practical neighbor-to-neighbor information-sharing style and the fact that the speaker has already done most of the work on their own property. The response is empathetic toward overwhelmed neighbors and sees concrete deadlines and fines as a motivator, which matches Laura's community-engaged, pragmatic persona better than the more cynical or oppositional profiles."
2,a005,a005,24,neighbor_pressure,TRUE,5,5,"Profile 5 matches the hands-on, cooperative mitigation mindset: she says she and her husband are doing much of the work themselves, values practical information-sharing with neighbors, and thinks in terms of coordinating attractive, compliant solutions rather than resisting the work. The response's tone is pragmatic, non-defensive, and specifically about walking the fence line together to coordinate both sides, which fits her collaborative community approach better than the more oppositional or cynical profiles."
2,a005,a003,48,insurance_non_renewal,FALSE,1,4,"Profile 4 matches best because he explicitly says he sent photos showing the mitigation work, and this response is about photographing completed work and treating the issue as documentation rather than more labor. The practical, slightly efficiency-focused approach also fits someone who already had much of the work done through RAP and prior yard clearing."
2,a005,a005,36,firewise_outreach,TRUE,5,5,"Profile 5 matches exactly: she and her husband did Zone Zero work themselves, care that compliance look attractive, believe in serving as an example, and value practical information-sharing. The response specifically mentions posting photos of a gravel border and ember-resistant vent covers and offering to walk others through it, plus the line about showing compliance doesn't have to look terrible directly echoes her concern that Zone Zero not mean boring gravel."
2,a003,a003,55,resources_assistance,TRUE,4,4,"Profile 4 matches exactly: the response says they already used RAP, which is unique to Walter, and notes the eucalyptus program does not apply, fitting his east-side lot rather than eucalyptus-focused residents. The tone is pragmatic, slightly cynical about 'bureaucratic noise,' and selective about only using the parts that apply, which fits his persona of having already navigated the system and using practical programs like vent mesh and chipper service."
2,a005,a005,55,resources_assistance,TRUE,4,4,"Profile 4 fits best: the response mentions already doing the mesh themselves and using the chipper program, then sharing the letter with neighbors who are overwhelmed, especially older residents. Laura is explicitly hands-on with mitigation, has free gutter screens/vent materials from the fire department, values practical information-sharing, and is notably empathetic toward older neighbors who need help getting started. The neighbor-oriented, supportive tone matches her much better than the more cynical, combative, or non-homeowner profiles."
2,a006,a006,12,defensible_space_inspection,TRUE,5,5,"Profile 5 matches the methodical, already-compliant homeowner who has done extensive mitigation for years, specifically mentioning a Class A/metal roof, strong emphasis on moving fast, using online tools and organized research, and frustration that neighbors will ignore requirements while enforcement matters. The direct plan to prioritize Zone 0 and schedule ember-resistant vents fits her thorough, fire-focused style best."
2,a006,a006,24,neighbor_pressure,TRUE,4,4,"Profile 4 matches the defensive pride about having invested serious money and time into long-term compliance, the emphasis on already being compliant for years, and the irritation at unfairly being seen as the weak link after others delayed. The direct, no-nonsense tone and focus on showing hardening features like ember-resistant vents and cleared zones also fit Margaret best."
2,a006,a001,55,resources_assistance,FALSE,3,5,"Profile 5 matches the specific details almost exactly: already has mesh installed, has used the chipper program before, and paid to clear eucalyptus understory years ago. The voice also fits a direct, practical homeowner who says the letter changes nothing because the work was already done at personal expense."
2,a006,a006,48,insurance_non_renewal,TRUE,2,2,"Profile 2 fits the methodical, documentation-heavy homeowner who has already invested substantially in mitigation and insurance issues. The response centers on having done extensive retrofit work already and treating the denial as a paperwork problem to resolve with the agent before a deadline, which matches Margaret's history of major fire-hardening investments, thoroughness, and direct practical style around insurance compliance."
2,a006,a006,36,firewise_outreach,TRUE,1,1,"Profile 1 fits the tone and content best: the speaker has years of organized documentation, sees themselves as already compliant, is willing to share practical records and contractor info, but rejects community workdays as ineffective and resents neighbors who failed to take responsibility. The harsh phrasing about neighbors needing to 'get their act together' and belief that only enforcement works strongly matches Margaret's direct, impatient view that compliant residents should not have to carry others."
2,miriam,miriam,1,firewise_outreach,TRUE,5,5,"Profile 5 matches exactly: the response mentions forwarding the ordinance to a landlord, attending a Keep the Hills Green meeting, and focusing on Zone 0 language versus assumptions about vegetation removal on geotechnical grounds. That is Miriam Voss's distinctive situation, organizing role, and slope-stability framing."
2,miriam,miriam,12,defensible_space_inspection,TRUE,1,1,"Profile 1 matches the renter-landlord dynamic, steep clay slope concern, geotechnical review language, familiarity with Zone 0/Zone 2 distinctions, and the precise environmental-consultant voice focused on slope stability and protecting downhill neighbors in writing."
2,miriam,miriam,36,firewise_outreach,TRUE,1,1,"Profile 1 matches the geotechnical, slope-stability focus exactly: circulating a two-page geotechnical summary, worrying about clearing on steep clay slopes, engaging Firewise leaders directly, and using public messages with attached source documents to force engagement with evidence. The voice is precise, practical, and centered on preventing erosion and landslide risk from well-meaning neighbor vegetation clearing."
1,miriam,miriam,48,insurance_non_renewal,TRUE,5,5,"Profile 5 matches exactly: the speaker says they are not the policyholder, would forward the letter to the landlord, and is specifically worried about vegetation removal on a steep slope without geotechnical review. The language about slope stability, insurance pressure driving panic, and trying to prevent this for two years is a direct fit with Miriam Voss's renter status, landlord dynamic, and sustained organizing around erosion and geotechnical risks from hillside vegetation removal."
2,miriam,miriam,48,insurance_non_renewal,TRUE,2,2,"Profile 2 matches exactly: the speaker is a renter, explicitly distinguishes landlord responsibility from personal safety, and is focused on slope stability, clay-heavy hillsides, geotechnical documentation, and preventing panic-driven vegetation removal that could endanger people downhill. That combination is unique to Miriam Voss."
2,miriam,miriam,55,resources_assistance,TRUE,5,5,"Profile 5 matches exactly: the author is a renter deferring compliance to the landlord, is focused on eucalyptus understory removal on a steep clay slope, and raises geotechnical and slope stability concerns in precise ecological language. The email to wildfire@berkeleyca.gov about removal protocol and geotechnical assessment is directly in line with Miriam's history of contacting the city, researching slope hydrology, and arguing that vegetation removal can destabilize Berkeley Hills slopes."
3,a001,a001,1,firewise_outreach,TRUE,1,1,"Profile 1 matches the strongest specific cues: she lives with her husband, explicitly values time over money, hates getting multiple estimates, and relies on neighbor recommendations for contractors. The response's tone is direct, compliant but irritated about the fine, and mentions a June 2026 deadline plus asking neighbor Sarah for a trusted referral instead of getting three bids, which fits Linda's stated habits and circumstances very closely."
2,miriam,miriam,24,neighbor_pressure,TRUE,2,2,"Profile 2 matches exactly: the speaker is a renter who explicitly says the landlord is the decision-maker, and they voice geotechnical and slope-clearing concerns on a steep clay hillside while being in conversation with the city about responsible compliance. That combination of renter status, landlord authority, and erosion/landslide-focused opposition to one-size-fits-all vegetation removal is distinctive to Miriam Voss."
3,a001,a001,12,defensible_space_inspection,TRUE,2,2,"Profile 2 matches the strongest: the response is highly time-efficient, explicitly rejects getting multiple bids, and relies on a trusted neighbor referral for vent and gutter contractor work. That closely fits Linda's stated view that her time is more valuable than money and that she hates getting lots of estimates and uses neighbors' recommendations. The mention of vents and gutters also aligns with her prior mitigation work on mesh for gutters and vents. The practical split between hiring out specialized work and doing the easy woodpile move herself also fits her pragmatic style."
3,a001,a001,48,insurance_non_renewal,TRUE,4,4,"Profile 4 fits the exact decision style and wording: prioritizing time over money, calling the insurance agent because insurance is the real bottom line, and specifically preferring a contractor recommended by a neighbor instead of wasting time getting multiple estimates from strangers. Linda explicitly says she hates getting lots of estimates because it's a time suck and uses companies her neighbors used."
3,a001,a001,36,firewise_outreach,TRUE,3,3,"Profile 3 matches the strongest: the response centers on valuing time over money, hating the time waste of multiple estimates, using and sharing a contractor recommendation, having already completed compliance work, and refusing to spend Saturday on a community labor day because personal time and gardening matter. That is highly specific to Linda's stated priorities and circumstances."
3,a003,a003,1,firewise_outreach,TRUE,4,4,"Profile 4 matches the exact framing and voice: cynical about Berkeley passing rules and not enforcing them, while explicitly saying Ember is unusual because it is actually trying to enforce regulations. The response is pragmatic, sardonic, and focused on checking existing Zone 0 compliance and taking the deadline seriously without overreacting, which fits Walter best."
3,a001,a001,24,neighbor_pressure,TRUE,5,5,"Profile 5 matches exactly: it mentions the fence line, dry material under a 40-year-old silk tassel, using neighbor-recommended contractors, and explicitly hating the time suck of getting multiple estimates because time is more valuable than money. The phrasing about not being the weak link for the neighbor also fits her concern about shared risk and fence/gate spread between properties."
3,a001,a001,55,resources_assistance,TRUE,3,3,"Profile 3 matches best: the response mentions using free mesh for vents, having brush already piled up for chipping, and being annoyed that the city will not do its part on the parkland above them. That complaint about public agencies not clearing parkland above the house is a very distinctive Linda theme, and she also specifically has experience with free metal mesh/vent hardening from the fire department. The practical, time-saving tone also fits her."
3,a003,a003,12,defensible_space_inspection,TRUE,1,1,"Profile 1 matches the sardonic, pragmatic tone almost exactly: 'actually doing their job, which is rare' echoes Walter's line that Berkeley makes rules but rarely enforces them and that Ember is unusual in actually trying to enforce. The choice to cooperate because Zone 0 is basically yard work he already does also fits his long history of clearing debris as 'entertainment' and having done this work before officials got involved."
3,a003,a003,48,insurance_non_renewal,TRUE,1,1,"Profile 1 fits best because he explicitly used the Residential Assistance Program and had mitigation work done through it, including documented photo evidence of cleared zones. The response’s sardonic line about the institution being annoying but still using the opening it provides matches Walter’s cynical, pragmatic voice about rules and enforcement."
3,a003,a003,36,firewise_outreach,TRUE,2,2,"Profile 2 matches the specific mention of contractors who did decent work on his lot through the Residential Assistance Program, plus the older, seasoned voice of someone saying he's been doing this longer than most of them have lived here. The pragmatic decision to share contractor names and show up with his own tools fits Walter's long history of doing his own yard work and his wry but ultimately cooperative stance toward enforcement."
3,a003,a001,24,neighbor_pressure,FALSE,3,1,"Profile 1 fits the tone and stance best: practical, compliant but irritated, and explicitly aware of fence-line fire risk. The response says they already did clearing, plan another pass before inspection, and want the neighbor to identify specific bad spots along the shared fence line. Linda’s memory seeds specifically mention prior clearing work, upcoming inspections, and that fires travel along parallel fences and cross gates, making the shared fence line a salient concern. The line 'I've known this longer than they have' also matches her skepticism toward younger, less experienced inspectors and her long familiarity with the risk, while still being willing to comply without being defensive."
3,a005,a006,1,firewise_outreach,FALSE,2,5,"Profile 5 matches the source-checking habit and direct engagement with Firewise, plus the emphasis on older or overwhelmed neighbors needing warning and on enforcement details like deadlines and fines. The response is practical, information-forward, and community-notice oriented in a way that fits Margaret more than the others."
3,a005,a005,12,defensible_space_inspection,TRUE,1,1,"Profile 1 fits best: she lives with her husband, does mitigation work herself, is practical and photo/documentation oriented, and explicitly talks about same-day fixes like leaf litter plus dividing work with her husband. Scanning the QR code immediately and photographing flagged items to tackle easy Zone Zero fixes matches her hands-on, organized homeowner style."
3,a003,a003,55,resources_assistance,TRUE,5,5,"Profile 5 matches the voice and facts exactly: the resident mentions already using RAP and trusting it enough to use more city help, which is a unique memory seed for Walter. The sardonic line about cynicism not extending to turning down free things that work also fits his cynical, ironic persona. The chipper service makes sense with his large lot and ongoing yard debris, and the mesh program fits his practical willingness to use free mitigation programs."
3,a005,a005,24,neighbor_pressure,TRUE,3,3,"Profile 3 fits the collaborative, practical Firewise-minded homeowner voice: already doing mitigation work herself, believes in information-sharing and neighbor support, and would naturally suggest walking the fence line to coordinate connected work. The response emphasizes shared risk and block-level practical collaboration, which matches Laura much better than the more cynical, oppositional, or authority-focused profiles."
3,a005,a005,36,firewise_outreach,TRUE,3,3,"Profile 3 matches the exact themes and voice: volunteering for a workday, bringing pruning tools, and especially posting photos of their own Zone Zero plantings to show compliance can still look attractive instead of like 'a parking lot.' Laura explicitly cares about demonstrating attractive Zone Zero solutions, has done her own patio/planting work, values information-sharing and practical examples for neighbors, and speaks in an empathetic, community-oriented way about helping others see what is possible."
3,a005,a005,48,insurance_non_renewal,TRUE,2,2,"Profile 2 fits best: the response is pragmatic, insurance-aware, and specifically references having already done most of the mitigation work plus knowledge from talking to neighbors that insurers are vague and inconsistent about what satisfies them. That matches Laura's history of doing substantial work herself, having kept insurance so far, and repeatedly noting neighbors' mixed insurance experiences and the need for practical information."
3,a006,a006,1,firewise_outreach,TRUE,5,5,"Profile 5 matches the methodical ordinance-checking behavior, the confidence that personal compliance is mostly handled already, and especially the explicit expectation of having to confront noncompliant neighbors who resist or plead ignorance. That profile is notably enforcement-focused, frustrated with neighbors, and inclined to gather precise information to back up those interactions."
2,a006,a001,1,firewise_outreach,FALSE,5,1,"Profile 1 fits best: the response is legalistic and exacting about reading the full ordinance text, says most of the work was already done years ago, and has a combative willingness to push back on neighbors claiming ignorance when enforcement or fines arrive. That matches Linda as a still-working lawyer, already largely compliant, direct, and irritated by inconsistent community responsibility."
3,a005,a005,55,resources_assistance,TRUE,4,4,"Profile 4 fits best: the response is community-minded and practical, focused on passing useful program info to neighbors, especially an older woman who needs help getting started. It specifically highlights RAP for cost-limited people and values information-sharing about underused services, which matches Laura's empathy for older residents, her habit of helping neighbors navigate mitigation, and her emphasis on practical support over personal action. The eucalyptus understory detail also fits her neighborhood-observer role better than the more cynical, self-focused voices in 2, 3, or 5, and unlike 1 she is not oppositional to vegetation programs."
3,a006,a006,12,defensible_space_inspection,TRUE,1,1,"Profile 1 fits the strongest: the response says they've 'been doing this longer than most of my neighbors,' takes every flagged item seriously, and uses a blunt, enforcement-minded tone about not letting something preventable burn the house down. It also specifically mentions scanning the QR code, printing the report, doing Zone 0 debris work personally, and calling a contractor found through Nextdoor last year, which directly matches Margaret's long-term diligence, practical action style, and explicit memory of using Nextdoor to find contractors."
3,a006,a006,36,firewise_outreach,TRUE,1,1,"Profile 1 matches the blunt, cynical voice and the specific worldview: already compliant, willing to share contractor referrals, but dismissive of community workdays and convinced outreach will not move noncompliant neighbors. The line about neighbors pretending to care until the inspector leaves fits Margaret’s belief that only enforcement works and her frustration with entitled, apathetic neighbors."
3,miriam,miriam,1,firewise_outreach,TRUE,5,5,"Profile 5 matches exactly: the response explicitly says the compliance obligation sits with the landlord, and it distinguishes support for narrow Zone 0 defensible space from opposition to broad vegetation removal on the slope. That renter-landlord framing plus the concern about slope vegetation is specific to Miriam Voss."
3,a006,a001,48,insurance_non_renewal,FALSE,3,5,"Profile 5 fits best: the response is brisk, administrative, and insurance-focused, with the tone of someone who has already paid for substantial mitigation and keeps records. Linda explicitly talks about insurance as the bottom line, has already done a lot of required work, is practical and direct, and would plausibly respond by pulling documentation, invoices, and inspection records to push back on a coverage issue rather than treating it as a compliance problem."
3,a006,a001,55,resources_assistance,FALSE,5,1,"Profile 1 fits best because she explicitly already had the free metal mesh installed, has spent substantial money on mitigation herself, and is direct and skeptical about outreach effectiveness. The response mentions already using the chipper program, clearing eucalyptus understory years ago at personal expense, and seeing the mailer as mainly for neighbors who have not acted, which matches Linda's practical, somewhat irritated voice and her history of already completing costly fire-hardening work."
3,miriam,miriam,24,neighbor_pressure,TRUE,3,3,"Profile 3 matches exactly: the speaker says they are a renter without authority, refers compliance decisions to the landlord, and brings up geotechnical research and slope stability concerns about blanket clearing on a hillside. That combination is unique to Miriam Voss's persona, history, and language."
